code,code_desc,p1,p2,p3,p4,p5
0083,intestinal infection due to proteus (mirabilis) (morganii),,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00841,intestinal infection due to staphylococcus,Other specified bacteria,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00842,intestinal infection due to pseudomonas,Other specified bacteria,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00843,intestinal infection due to campylobacter,Other specified bacteria,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00844,intestinal infection due to yersinia enterocolitica,Other specified bacteria,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00845,intestinal infection due to clostridium difficile,Other specified bacteria,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00846,intestinal infection due to other anaerobes,Other specified bacteria,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00847,intestinal infection due to other gram-negative bacteria,Other specified bacteria,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00849,intestinal infection due to other organisms,Other specified bacteria,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
0085,"bacterial enteritis, unspecified",,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00861,enteritis due to rotavirus,Enteritis due to specified virus,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00862,enteritis due to adenovirus,Enteritis due to specified virus,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00863,enteritis due to norwalk virus,Enteritis due to specified virus,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00864,enteritis due to other small round viruses [srv's],Enteritis due to specified virus,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00865,enteritis due to calicivirus,Enteritis due to specified virus,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00866,enteritis due to astrovirus,Enteritis due to specified virus,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00867,enteritis due to enterovirus nec,Enteritis due to specified virus,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
00869,enteritis due to other viral enteritis,Enteritis due to specified virus,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
0088,"intestinal infection due to other organism, not elsewhere classified",,Intestinal infections due to other organisms,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
0090,"infectious colitis, enteritis, and gastroenteritis",,Ill-defined intestinal infections,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
0091,"colitis, enteritis, and gastroenteritis of presumed infectious origin",,Ill-defined intestinal infections,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
0092,infectious diarrhea,,Ill-defined intestinal infections,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
0093,diarrhea of presumed infectious origin,,Ill-defined intestinal infections,Intestinal Infectious Diseases,Infectious And Parasitic Diseases,root
0100,Primary tuberculous infection,,Primary tuberculous infection,Tuberculosis,Infectious And Parasitic Diseases,root
0101,tuberculous pleurisy in primary progressive tuberculosis,,Primary tuberculous infection,Tuberculosis,Infectious And Parasitic Diseases,root
0108,other primary progressive tuberculosis,,Primary tuberculous infection,Tuberculosis,Infectious And Parasitic Diseases,root
0109,"primary tuberculous infection, unspecified, unspecified",,Primary tuberculous infection,Tuberculosis,Infectious And Parasitic Diseases,root
0110,"tuberculosis of lung, infiltrative, unspecified",,Pulmonary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0111,"tuberculosis of lung, nodular, unspecified",,Pulmonary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0112,"tuberculosis of lung with cavitation, unspecified",,Pulmonary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0113,tuberculosis of bronchus,,Pulmonary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0114,tuberculous fibrosis of lung,,Pulmonary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0115,tuberculous bronchiectasis,,Pulmonary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0116,tuberculous pneumonia [any form],,Pulmonary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0117,tuberculous pneumothorax,,Pulmonary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0118,other specified pulmonary tuberculosis,,Pulmonary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0119,"pulmonary tuberculosis, unspecified",,Pulmonary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0120,tuberculous pleurisy,,Other respiratory tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0121,tuberculosis of intrathoracic lymph nodes,,Other respiratory tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0122,isolated tracheal or bronchial tuberculosis,,Other respiratory tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0123,tuberculous laryngitis,,Other respiratory tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0128,other specified respiratory tuberculosis,,Other respiratory tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0130,tuberculous meningitis,,Tuberculosis of meninges and central nervous system,Tuberculosis,Infectious And Parasitic Diseases,root
0131,tuberculoma of meninges,,Tuberculosis of meninges and central nervous system,Tuberculosis,Infectious And Parasitic Diseases,root
0132,tuberculoma of brain,,Tuberculosis of meninges and central nervous system,Tuberculosis,Infectious And Parasitic Diseases,root
0133,tuberculous abscess of brain,,Tuberculosis of meninges and central nervous system,Tuberculosis,Infectious And Parasitic Diseases,root
0134,tuberculoma of spinal cord,,Tuberculosis of meninges and central nervous system,Tuberculosis,Infectious And Parasitic Diseases,root
0135,tuberculous abscess of spinal cord,,Tuberculosis of meninges and central nervous system,Tuberculosis,Infectious And Parasitic Diseases,root
0136,tuberculous encephalitis or myelitis,,Tuberculosis of meninges and central nervous system,Tuberculosis,Infectious And Parasitic Diseases,root
0138,other specified tuberculosis of central nervous system,,Tuberculosis of meninges and central nervous system,Tuberculosis,Infectious And Parasitic Diseases,root
0139,unspecified tuberculosis of central nervous system,,Tuberculosis of meninges and central nervous system,Tuberculosis,Infectious And Parasitic Diseases,root
0140,tuberculous peritonitis,,Tuberculosis of intestines peritoneum and mesenteric glands,Tuberculosis,Infectious And Parasitic Diseases,root
0148,"other tuberculosis of intestines, peritoneum, and mesenteric glands",,Tuberculosis of intestines peritoneum and mesenteric glands,Tuberculosis,Infectious And Parasitic Diseases,root
0150,tuberculosis of vertebral column,,Tuberculosis of bones and joints,Tuberculosis,Infectious And Parasitic Diseases,root
0151,tuberculosis of hip,,Tuberculosis of bones and joints,Tuberculosis,Infectious And Parasitic Diseases,root
0152,tuberculosis of knee,,Tuberculosis of bones and joints,Tuberculosis,Infectious And Parasitic Diseases,root
0155,tuberculosis of limb bones,,Tuberculosis of bones and joints,Tuberculosis,Infectious And Parasitic Diseases,root
0156,tuberculosis of mastoid,,Tuberculosis of bones and joints,Tuberculosis,Infectious And Parasitic Diseases,root
0157,tuberculosis of other specified bone,,Tuberculosis of bones and joints,Tuberculosis,Infectious And Parasitic Diseases,root
0158,tuberculosis of other specified joint,,Tuberculosis of bones and joints,Tuberculosis,Infectious And Parasitic Diseases,root
0159,tuberculosis of unspecified bones and joints,,Tuberculosis of bones and joints,Tuberculosis,Infectious And Parasitic Diseases,root
0160,tuberculosis of kidney,,Tuberculosis of genitourinary system,Tuberculosis,Infectious And Parasitic Diseases,root
0161,tuberculosis of bladder,,Tuberculosis of genitourinary system,Tuberculosis,Infectious And Parasitic Diseases,root
0162,tuberculosis of ureter,,Tuberculosis of genitourinary system,Tuberculosis,Infectious And Parasitic Diseases,root
0163,tuberculosis of other urinary organs,,Tuberculosis of genitourinary system,Tuberculosis,Infectious And Parasitic Diseases,root
0164,tuberculosis of epididymis,,Tuberculosis of genitourinary system,Tuberculosis,Infectious And Parasitic Diseases,root
0165,tuberculosis of other male genital organs,,Tuberculosis of genitourinary system,Tuberculosis,Infectious And Parasitic Diseases,root
0166,tuberculous oophoritis and salpingitis,,Tuberculosis of genitourinary system,Tuberculosis,Infectious And Parasitic Diseases,root
0167,tuberculosis of other female genital organs,,Tuberculosis of genitourinary system,Tuberculosis,Infectious And Parasitic Diseases,root
0169,"genitourinary tuberculosis, unspecified",,Tuberculosis of genitourinary system,Tuberculosis,Infectious And Parasitic Diseases,root
0170,tuberculosis of skin and subcutaneous cellular tissue,,Tuberculosis of other organs,Tuberculosis,Infectious And Parasitic Diseases,root
0171,erythema nodosum with hypersensitivity reaction in tuberculosis,,Tuberculosis of other organs,Tuberculosis,Infectious And Parasitic Diseases,root
0172,tuberculosis of peripheral lymph nodes,,Tuberculosis of other organs,Tuberculosis,Infectious And Parasitic Diseases,root
0173,tuberculosis of eye,,Tuberculosis of other organs,Tuberculosis,Infectious And Parasitic Diseases,root
0174,tuberculosis of ear,,Tuberculosis of other organs,Tuberculosis,Infectious And Parasitic Diseases,root
0175,tuberculosis of thyroid gland,,Tuberculosis of other organs,Tuberculosis,Infectious And Parasitic Diseases,root
0176,tuberculosis of Adrenal glands,,Tuberculosis of other organs,Tuberculosis,Infectious And Parasitic Diseases,root
0177,tuberculosis of Spleen,,Tuberculosis of other organs,Tuberculosis,Infectious And Parasitic Diseases,root
0178,tuberculosis of Esophagus,,Tuberculosis of other organs,Tuberculosis,Infectious And Parasitic Diseases,root
0179,tuberculosis of Other specified organs,,Tuberculosis of other organs,Tuberculosis,Infectious And Parasitic Diseases,root
0180,tuberculosis of Acute miliary tuberculosis,,Miliary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0188,tuberculosis of Other specified miliary tuberculosis,,Miliary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0189,"Miliary tuberculosis, unspecified",,Miliary tuberculosis,Tuberculosis,Infectious And Parasitic Diseases,root
0200,bubonic plague,,Plague,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0201,cellulocutaneous plague,,Plague,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0202,septicemic plague,,Plague,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0203,primary pneumonic plague,,Plague,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0204,secondary pneumonic plague,,Plague,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0205,"pneumonic plague, unspecified",,Plague,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0208,other specified types of plague,,Plague,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0209,"plague, unspecified",,Plague,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0210,ulceroglandular tularemia,,Tularemia,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0211,enteric tularemia,,Tularemia,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0212,pulmonary tularemia,,Tularemia,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0213,oculoglandular tularemia,,Tularemia,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0218,other specified tularemia,,Tularemia,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0219,unspecified tularemia,,Tularemia,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0220,cutaneous anthrax,,Anthrax,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0221,pulmonary anthrax,,Anthrax,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0222,gastrointestinal anthrax,,Anthrax,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0223,anthrax septicemia,,Anthrax,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0228,other specified manifestations of anthrax,,Anthrax,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0229,"anthrax, unspecified",,Anthrax,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0230,brucella melitensis,,Brucellosis,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0231,brucella abortus,,Brucellosis,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0232,brucella suis,,Brucellosis,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0233,brucella canis,,Brucellosis,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0238,other brucellosis,,Brucellosis,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0239,"brucellosis, unspecified",,Brucellosis,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
024,glanders,,Glanders,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
025,melioidosis,,Melioidosis,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0260,spirillary fever,,Rat-bite fever,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0261,streptobacillary fever,,Rat-bite fever,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0269,unspecified rat-bite fever,,Rat-bite fever,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0270,listeriosis,,Other zoonotic bacterial diseases,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0271,erysipelothrix infection,,Other zoonotic bacterial diseases,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0272,pasteurellosis,,Other zoonotic bacterial diseases,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0278,other specified zoonotic bacterial diseases,,Other zoonotic bacterial diseases,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0279,unspecified zoonotic bacterial disease,,Other zoonotic bacterial diseases,Zoonotic Bacterial Diseases,Infectious And Parasitic Diseases,root
0300,lepromatous leprosy [type l],,Leprosy,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0301,tuberculoid leprosy [type t],,Leprosy,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0302,indeterminate leprosy [group i],,Leprosy,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0303,borderline leprosy [group b],,Leprosy,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0308,other specified leprosy,,Leprosy,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0309,"leprosy, unspecified",,Leprosy,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0310,pulmonary diseases due to other mycobacteria,,Diseases due to other mycobacteria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0311,cutaneous diseases due to other mycobacteria,,Diseases due to other mycobacteria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0312,disseminated due to other mycobacteria,,Diseases due to other mycobacteria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0318,other specified mycobacterial diseases,,Diseases due to other mycobacteria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0319,unspecified diseases due to mycobacteria,,Diseases due to other mycobacteria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0320,faucial diphtheria,,Diphtheria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0321,nasopharyngeal diphtheria,,Diphtheria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0322,anterior nasal diphtheria,,Diphtheria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0323,laryngeal diphtheria,,Diphtheria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03281,conjunctival diphtheria,Other specified diphtheria,Diphtheria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03282,diphtheritic myocarditis,Other specified diphtheria,Diphtheria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03283,diphtheritic peritonitis,Other specified diphtheria,Diphtheria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03284,diphtheritic cystitis,Other specified diphtheria,Diphtheria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03285,cutaneous diphtheria,Other specified diphtheria,Diphtheria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03289,other specified diphtheria,Other specified diphtheria,Diphtheria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0329,"diphtheria, unspecified",,Diphtheria,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0330,whooping cough due to bordetella pertussis [b. pertussis],,Whooping cough,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0331,whooping cough due to bordetella parapertussis [b. parapertussis],,Whooping cough,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0338,whooping cough due to other specified organism,,Whooping cough,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0339,"whooping cough, unspecified organism",,Whooping cough,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0341,scarlet fever,,Streptococcal sore throat and scarlet fever,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
035,erysipelas,,Erysipelas,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0360,meningococcal meningitis,,Meningococcal infection,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0361,meningococcal encephalitis,,Meningococcal infection,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0362,meningococcemia,,Meningococcal infection,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0363,"waterhouse-friderichsen syndrome, meningococcal",,Meningococcal infection,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03640,"meningococcal carditis, unspecified",Meningococcal carditis,Meningococcal infection,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03641,meningococcal pericarditis,Meningococcal carditis,Meningococcal infection,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03642,meningococcal endocarditis,Meningococcal carditis,Meningococcal infection,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03643,meningococcal myocarditis,Meningococcal carditis,Meningococcal infection,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03681,meningococcal optic neuritis,Other specified meningococcal infections,Meningococcal infection,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03682,meningococcal arthropathy,Other specified meningococcal infections,Meningococcal infection,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03689,other specified meningococcal infections,Other specified meningococcal infections,Meningococcal infection,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0369,"meningococcal infection, unspecified",,Meningococcal infection,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
037,tetanus,,Tetanus,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0380,streptococcal septicemia,,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03810,"staphylococcal septicemia, unspecified",Staphylococcal septicemia,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03811,methicillin susceptible staphylococcus aureus septicemia,Staphylococcal septicemia,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03812,methicillin resistant staphylococcus aureus septicemia,Staphylococcal septicemia,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03819,other staphylococcal septicemia,Staphylococcal septicemia,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0382,pneumococcal septicemia [streptococcus pneumoniae septicemia],,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0383,septicemia due to anaerobes,,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03840,"septicemia due to gram-negative organism, unspecified",Septicemia due to other gram-negative organisms,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03841,septicemia due to hemophilus influenzae [h. influenzae],Septicemia due to other gram-negative organisms,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03842,septicemia due to escherichia coli [e. coli],Septicemia due to other gram-negative organisms,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03843,septicemia due to pseudomonas,Septicemia due to other gram-negative organisms,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03844,septicemia due to serratia,Septicemia due to other gram-negative organisms,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
03849,other septicemia due to gram-negative organisms,Septicemia due to other gram-negative organisms,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0388,other specified septicemias,,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0389,unspecified septicemia,,Septicemia,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0391,pulmonary actinomycotic infection,,Actinomycotic infections,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
